"","name","character_name","type","filename","likelyGender","firstName","lastName","raceEthnicity"
"628","Rachel McAdams","Dr. Christine Palmer","Lead Ensemble Members","2022_3_Doctor Strange in the Multiverse of Madness.csv","female","Rachel","McAdams","B_NL"
"629","Chris Pratt","Owen Grady","Leading Cast","2022_4_Jurassic World_ Dominion.csv","male","Chris","Pratt","W_NL"
"630","Bryce Dallas Howard","Claire Dearing","Leading Cast","2022_4_Jurassic World_ Dominion.csv","male","Bryce","Dallas Howard","W_NL"
"631","Steve Carell","Gru","Leading Cast","2022_5_Minions_ The Rise of Gru.csv","male","Steve","Carell","W_NL"
"632","Robert Pattinson","Bruce Wayne / Batman","Leading Cast","2022_6_The Batman.csv","male","Robert","Pattinson","W_NL"
"633","Zoë Kravitz","Selina Kyle / Catwoman","Leading Cast","2022_6_The Batman.csv","female","Zoë","Kravitz","W_NL"
"634","Colin Farrell","Oswald “Oz” Cobblepot / Penguin","Leading Cast","2022_6_The Batman.csv","male","Colin","Farrell","W_NL"
"635","Paul Dano","Edward Nashton / Riddler","Leading Cast","2022_6_The Batman.csv","male","Paul","Dano","W_NL"
"636","Chris Hemsworth","Thor","Lead Ensemble Members","2022_7_Thor_ Love and Thunder.csv","male","Chris","Hemsworth","W_NL"
"637","Christian Bale","Gorr the God Butcher","Lead Ensemble Members","2022_7_Thor_ Love and Thunder.csv","male","Christian","Bale","B_NL"
"638","Tessa Thompson","King Valkyrie","Lead Ensemble Members","2022_7_Thor_ Love and Thunder.csv","female","Tessa","Thompson","B_NL"
"639","Taika Waititi","Korg","Lead Ensemble Members","2022_7_Thor_ Love and Thunder.csv","female","Taika","Waititi","B_NL"
"640","Russell Crowe","Zeus","Lead Ensemble Members","2022_7_Thor_ Love and Thunder.csv","male","Russell","Crowe","W_NL"
"641","Natalie Portman","Jane Foster/Mighty Thor","Lead Ensemble Members","2022_7_Thor_ Love and Thunder.csv","female","Natalie","Portman","W_NL"
"642","Ben Schwartz","Sonic the Hedgehog","Lead Ensemble Members","2022_8_Sonic the Hedgehog 2.csv","male","Ben","Schwartz","W_NL"
"643","Jim Carrey","Dr. Ivo Robotnik","Lead Ensemble Members","2022_8_Sonic the Hedgehog 2.csv","male","Jim","Carrey","W_NL"
"644","Idris Elba","Knuckles the Echidna","Lead Ensemble Members","2022_8_Sonic the Hedgehog 2.csv","male","Idris","Elba","W_NL"
"645","Colleen O Shaughnessey","Miles “Tails” Prower","Lead Ensemble Members","2022_8_Sonic the Hedgehog 2.csv","female","Colleen","O Shaughnessey","W_NL"
"646","James Marsden","Tom Wachowski","Lead Ensemble Members","2022_8_Sonic the Hedgehog 2.csv","male","James","Marsden","W_NL"
"647","Tika Sumpter","Maddie Wachowski","Lead Ensemble Members","2022_8_Sonic the Hedgehog 2.csv","female","Tika","Sumpter","B_NL"
"648","Lee Majdoub","Stone","Lead Ensemble Members","2022_8_Sonic the Hedgehog 2.csv","male","Lee","Majdoub","W_NL"
"649","Natasha Rothwell","Rachel","Lead Ensemble Members","2022_8_Sonic the Hedgehog 2.csv","female","Natasha","Rothwell","B_NL"
"650","Shemar Moore","Randall","Lead Ensemble Members","2022_8_Sonic the Hedgehog 2.csv","male","Shemar","Moore","B_NL"
"651","Antonio Banderas","Puss in Boots","Leading Cast","2022_9_Puss in Boots_ The Last Wish.csv","male","Antonio","Banderas","HL"
"652","Salma Hayek","Kitty Softpaws","Leading Cast","2022_9_Puss in Boots_ The Last Wish.csv","female","Salma","Hayek","W_NL"
